user_id,skill_id,step,correct,true_mastery,difficulty,time_on_task_s,hints_requested,attempt_num,has_misconception
0,0,111,0,0.7322,0.244,48.8,1,28,1
0,6,112,1,0.5662,0.304,20.9,0,3,0
0,20,113,0,0.1455,0.3289,84.7,0,19,1
0,10,114,0,0.3153,0.1613,38.8,0,31,0
0,10,115,1,0.3033,0.1613,58.4,0,32,0
0,6,116,0,0.617,0.304,36.4,0,4,0
0,10,117,1,0.3646,0.1613,83.5,0,33,0
0,15,118,0,0.0313,0.2282,39.5,1,23,1
0,6,119,0,0.608,0.304,87.1,1,5,0
0,15,120,0,0.0025,0.2282,116.8,1,24,1
0,6,122,1,0.5988,0.304,64.1,0,6,0
0,10,123,1,0.4206,0.1613,120.1,0,34,0
0,15,124,0,0.0,0.2282,89.0,0,25,1
0,6,125,1,0.6458,0.304,92.7,0,7,0
0,15,126,0,0.0,0.2282,139.9,0,26,1
0,10,127,1,0.4716,0.1613,52.0,0,35,0
0,15,128,0,0.0,0.2282,116.1,1,27,1
0,10,129,1,0.5182,0.1613,73.6,0,36,0
0,0,130,0,0.7268,0.244,79.7,0,29,1
0,6,131,1,0.6873,0.304,144.3,0,8,0
0,15,132,0,0.0,0.2282,46.9,1,28,1
0,10,133,1,0.5606,0.1613,135.8,0,37,0
0,10,134,1,0.5993,0.1613,117.1,0,38,0
0,20,135,0,0.1286,0.3289,67.5,0,20,1
0,6,136,0,0.7239,0.304,151.6,0,9,0
0,10,137,0,0.6346,0.1613,49.7,0,39,0
0,20,138,0,0.1113,0.3289,45.4,0,21,1
0,10,139,0,0.6281,0.1613,94.4,0,40,0
0,0,140,0,0.7212,0.244,44.5,0,30,1
0,20,141,0,0.0937,0.3289,113.7,1,22,1
0,15,142,0,0.0,0.2282,200.0,1,29,1
0,15,143,0,0.0,0.2282,142.2,1,30,1
0,0,144,0,0.7156,0.244,13.4,1,31,1
0,20,145,0,0.0758,0.3289,172.5,1,23,1
0,6,146,1,0.7174,0.304,43.1,0,10,0
0,0,147,1,0.7098,0.244,101.9,0,32,1
0,6,148,1,0.7505,0.304,82.7,0,11,0
0,20,149,0,0.0575,0.3289,80.3,1,24,1
0,15,150,0,0.0,0.2282,77.2,0,31,1
0,20,151,0,0.0388,0.3289,72.2,0,25,1
0,6,152,1,0.7797,0.304,143.9,0,12,0
0,6,153,1,0.8055,0.304,147.2,0,13,0
0,6,154,1,0.8282,0.304,56.0,0,14,0
0,10,155,1,0.6216,0.1613,99.2,0,41,0
0,20,156,0,0.0198,0.3289,57.4,1,26,1
0,10,157,0,0.6549,0.1613,67.9,0,42,0
0,10,158,0,0.6488,0.1613,74.0,1,43,0
0,15,159,0,0.0,0.2282,140.4,1,32,1
0,20,160,0,0.0004,0.3289,96.9,0,27,1
0,10,161,0,0.6427,0.1613,49.3,1,44,0
0,10,162,1,0.6364,0.1613,83.7,0,45,0
0,10,163,1,0.6684,0.1613,85.1,0,46,0
0,15,164,0,0.0,0.2282,91.5,1,33,1
0,15,165,0,0.0,0.2282,77.1,1,34,1
0,15,166,0,0.0,0.2282,38.9,1,35,1
0,10,167,0,0.6976,0.1613,114.9,0,47,0
0,6,168,1,0.8483,0.304,92.6,0,15,0
0,7,169,0,0.0764,0.1509,125.2,1,1,0
0,20,170,0,0.0,0.3289,115.4,0,28,1
0,0,171,1,0.7392,0.244,83.4,0,33,1
0,20,172,0,0.0,0.3289,26.7,1,29,1
0,20,173,0,0.0,0.3289,122.4,0,30,1
0,0,174,1,0.7656,0.244,72.9,0,34,1
0,0,175,0,0.7894,0.244,139.8,0,35,1
0,20,176,0,0.0,0.3289,50.0,0,31,1
0,15,177,0,0.0,0.2282,83.0,1,36,1
0,7,178,0,0.0472,0.1509,136.3,0,2,0
0,0,179,0,0.7851,0.244,92.9,1,36,1
0,10,180,0,0.6923,0.1613,90.6,0,48,0
0,10,181,1,0.6868,0.1613,144.3,0,49,0
0,10,182,0,0.7144,0.1613,88.7,0,50,0
0,7,183,0,0.0171,0.1509,109.7,0,3,0
0,7,184,0,0.0,0.1509,18.6,0,4,0
0,15,185,0,0.0,0.2282,114.9,0,37,1
0,0,186,1,0.7808,0.244,48.2,0,37,1
0,15,187,0,0.0,0.2282,156.6,1,38,1
0,20,188,0,0.0,0.3289,98.3,0,32,1
0,20,189,0,0.0,0.3289,139.6,1,33,1
0,0,190,1,0.803,0.244,104.3,0,38,1
0,0,191,1,0.8229,0.244,120.3,0,39,1
0,20,192,0,0.0,0.3289,146.5,0,34,1
0,7,193,0,0.0,0.1509,89.6,1,5,0
0,15,194,0,0.0,0.2282,31.7,1,39,1
0,15,195,0,0.0,0.2282,128.7,1,40,1
0,15,197,0,0.0,0.2282,56.7,0,41,1
0,7,198,0,0.0,0.1509,86.3,0,6,0
0,10,199,0,0.7094,0.1613,77.8,0,51,0
1,10,0,0,0.5176,0.1613,122.3,1,1,0
1,5,2,0,0.2516,0.4996,98.3,1,1,0
1,0,3,0,0.2549,0.244,68.7,0,1,0
1,10,4,0,0.5065,0.1613,52.2,1,2,0
1,0,5,0,0.2338,0.244,134.3,0,2,0
1,15,6,1,0.272,0.2282,109.7,0,1,0
1,5,7,0,0.2379,0.4996,50.9,1,2,0
1,10,9,1,0.4952,0.1613,66.6,0,3,0
1,15,10,0,0.3455,0.2282,106.4,1,2,0
1,20,11,0,0.4947,0.3289,104.1,0,1,0
1,15,12,0,0.3323,0.2282,63.6,0,3,0
1,0,13,0,0.2122,0.244,61.3,1,3,0
1,5,14,0,0.224,0.4996,114.0,1,3,0
1,20,15,0,0.4857,0.3289,45.3,1,2,0
1,15,16,0,0.3188,0.2282,95.2,1,4,0
1,15,17,0,0.3051,0.2282,112.2,0,5,0
1,20,18,0,0.4766,0.3289,100.4,0,3,0
1,0,19,1,0.1899,0.244,61.3,0,4,0
1,15,20,0,0.291,0.2282,78.5,0,6,0
1,10,21,1,0.5533,0.1613,65.7,0,4,0
1,5,22,0,0.2098,0.4996,80.5,0,4,0
1,15,23,0,0.2767,0.2282,39.7,1,7,0
1,20,24,1,0.4674,0.3289,141.4,0,4,0
1,0,25,0,0.3044,0.244,49.9,1,5,0
1,0,26,0,0.2847,0.244,125.1,1,6,0
1,20,27,0,0.5145,0.3289,103.9,0,5,0
1,5,28,1,0.1954,0.4996,28.4,0,5,0
1,10,29,0,0.6047,0.1613,172.7,1,5,0
1,10,30,1,0.5956,0.1613,112.3,0,6,0
1,15,31,0,0.2621,0.2282,74.1,0,8,0
1,5,32,0,0.2689,0.4996,117.4,0,6,0
1,5,33,1,0.2556,0.4996,114.8,0,7,0
1,10,34,1,0.6421,0.1613,80.7,0,7,0
1,15,35,1,0.2472,0.2282,10.0,0,9,0
1,0,36,0,0.2645,0.244,84.0,1,7,0
1,0,37,0,0.2437,0.244,78.2,0,8,0
1,10,38,1,0.6833,0.1613,113.5,0,8,0
1,15,39,1,0.3232,0.2282,157.5,0,10,0
1,5,40,0,0.3236,0.4996,71.6,1,8,0
1,0,42,0,0.2223,0.244,38.8,0,9,0
1,5,43,0,0.3112,0.4996,95.9,1,9,0
1,20,45,1,0.5059,0.3289,87.5,0,6,0
1,20,46,1,0.5497,0.3289,96.2,0,7,0
1,0,47,0,0.2004,0.244,104.8,0,10,0
1,20,48,1,0.5896,0.3289,59.7,0,8,0
1,0,49,0,0.1777,0.244,20.5,1,11,0
1,5,50,0,0.2986,0.4996,41.1,1,10,0
1,10,51,1,0.7198,0.1613,48.4,0,9,0
1,10,52,1,0.752,0.1613,98.4,0,10,0
1,20,53,1,0.6259,0.3289,10.0,0,9,0
1,0,54,1,0.1545,0.244,119.7,0,12,0
1,0,55,0,0.274,0.244,63.7,0,13,0
1,15,56,1,0.3916,0.2282,110.6,0,11,0
1,0,57,0,0.2535,0.244,53.1,1,14,0
1,0,58,1,0.2324,0.244,82.8,0,15,0
1,20,59,1,0.6591,0.3289,83.9,0,10,0
1,15,60,0,0.4531,0.2282,65.7,1,12,0
1,15,61,1,0.442,0.2282,124.4,0,13,0
1,10,62,1,0.7806,0.1613,109.0,0,11,0
1,5,63,0,0.2858,0.4996,55.6,0,11,0
1,5,64,0,0.2728,0.4996,113.6,1,12,0
1,10,65,1,0.8058,0.1613,74.2,0,12,0
1,15,66,0,0.4984,0.2282,32.1,1,14,0
1,10,67,1,0.8282,0.1613,166.9,0,13,0
1,5,68,1,0.2595,0.4996,154.4,0,13,0
1,15,69,1,0.4883,0.2282,58.3,0,15,0
1,10,70,1,0.8479,0.1613,113.2,0,14,0
1,0,71,0,0.3409,0.244,173.4,1,16,0
1,20,72,1,0.6893,0.3289,10.0,0,11,0
1,15,73,0,0.54,0.2282,67.1,1,16,0
1,20,74,1,0.7168,0.3289,66.4,0,12,0
1,15,75,1,0.5307,0.2282,90.5,0,17,0
1,11,76,1,0.6893,0.3275,142.7,0,1,0
1,5,77,0,0.3271,0.4996,98.8,0,14,0
1,11,78,0,0.727,0.3275,85.3,0,2,0
1,20,79,1,0.7419,0.3289,31.5,0,13,0
1,11,80,0,0.7204,0.3275,72.8,1,3,0
1,5,81,0,0.3148,0.4996,145.6,0,15,0
1,5,82,0,0.3023,0.4996,153.8,1,16,0
1,11,83,1,0.7136,0.3275,89.2,0,4,0
1,15,84,1,0.5781,0.2282,52.6,0,18,0
1,11,85,1,0.7484,0.3275,128.7,0,5,0
1,20,86,1,0.7648,0.3289,54.4,0,14,0
1,5,87,0,0.2896,0.4996,90.1,1,17,0
1,20,88,1,0.7856,0.3289,17.6,0,15,0
1,20,89,1,0.8046,0.3289,98.4,0,16,0
1,0,90,1,0.3222,0.244,67.1,0,17,0
1,11,91,1,0.7789,0.3275,113.0,0,6,0
1,0,92,0,0.418,0.244,46.6,0,18,0
1,5,93,1,0.2766,0.4996,48.9,0,18,0
1,5,94,0,0.3427,0.4996,128.4,1,19,0
1,15,95,0,0.6207,0.2282,37.4,1,19,0
1,5,96,0,0.3307,0.4996,104.2,1,20,0
1,11,97,1,0.8057,0.3275,71.1,0,7,0
1,5,98,0,0.3184,0.4996,115.9,0,21,0
1,20,99,1,0.8219,0.3289,135.4,0,17,0
1,15,100,1,0.6131,0.2282,23.0,0,20,0
1,0,101,1,0.4016,0.244,51.4,0,19,0
1,11,102,1,0.8293,0.3275,109.4,0,8,0
1,15,103,0,0.6522,0.2282,77.9,1,21,0
1,12,104,1,0.716,0.4876,100.3,0,1,0
1,5,105,1,0.306,0.4996,120.6,0,22,0
1,15,106,1,0.6451,0.2282,152.8,0,22,0
1,12,107,1,0.7583,0.4876,141.0,0,2,0
1,5,108,1,0.3694,0.4996,67.0,0,23,0
1,15,109,1,0.681,0.2282,102.8,0,23,0
1,5,110,1,0.427,0.4996,161.0,0,24,0
1,15,111,0,0.7132,0.2282,109.7,0,24,0
1,5,112,1,0.4793,0.4996,105.2,0,25,0
1,20,113,0,0.8377,0.3289,58.9,1,18,0
1,5,114,0,0.5269,0.4996,97.9,0,26,0
1,12,115,1,0.7943,0.4876,136.6,0,3,0
1,15,116,1,0.7074,0.2282,180.3,0,25,0
1,5,117,1,0.5183,0.4996,131.1,0,27,0
1,12,118,1,0.825,0.4876,105.3,0,4,0
1,0,119,0,0.4862,0.244,121.0,0,20,0
1,0,120,1,0.4716,0.244,90.6,0,21,0
1,0,121,1,0.5463,0.244,10.0,0,22,0
1,13,122,0,0.4689,0.2162,46.1,0,1,0
1,0,123,0,0.6104,0.244,169.9,0,23,0
1,15,126,1,0.737,0.2282,138.6,0,26,0
1,13,127,0,0.4623,0.2162,161.6,1,2,0
1,0,128,0,0.5994,0.244,91.1,1,24,0
1,5,129,0,0.5623,0.4996,86.3,1,28,0
1,15,130,1,0.7636,0.2282,77.5,0,27,0
1,5,131,0,0.5543,0.4996,78.4,1,29,0
1,15,132,1,0.7875,0.2282,30.9,0,28,0
1,13,133,1,0.4555,0.2162,71.2,0,3,0
1,20,134,1,0.8348,0.3289,58.0,0,19,0
1,0,135,1,0.5881,0.244,99.5,0,25,0
1,20,136,0,0.8494,0.3289,93.0,1,20,0
1,0,137,1,0.6463,0.244,84.7,0,26,0
1,20,138,1,0.8468,0.3289,60.2,0,21,0
1,15,139,1,0.8089,0.2282,79.4,0,29,0
1,0,140,0,0.6963,0.244,123.6,0,27,0
1,13,141,0,0.4896,0.2162,57.0,0,4,0
1,13,142,1,0.4832,0.2162,43.2,0,5,0
1,5,143,0,0.5461,0.4996,94.6,1,30,0
1,5,144,1,0.5378,0.4996,91.4,0,31,0
1,13,145,1,0.5156,0.2162,49.1,0,6,0
1,0,146,1,0.6877,0.244,31.7,0,28,0
1,13,147,0,0.546,0.2162,10.0,0,7,0
1,13,148,0,0.5403,0.2162,98.9,0,8,0
1,0,149,0,0.7319,0.244,95.2,0,29,0
1,5,150,0,0.5801,0.4996,40.4,1,32,0
1,0,151,1,0.7243,0.244,74.0,0,30,0
1,0,152,1,0.7633,0.244,125.8,0,31,0
1,5,153,0,0.5724,0.4996,103.1,0,33,0
1,21,155,0,0.3901,0.1636,129.2,0,1,1
1,21,156,1,0.379,0.1636,38.8,0,2,1
1,0,157,0,0.7967,0.244,110.8,0,32,0
1,0,158,1,0.791,0.244,132.0,0,33,0
1,0,159,1,0.8205,0.244,71.9,0,34,0
1,21,160,0,0.4353,0.1636,107.0,0,3,1
1,0,161,1,0.8459,0.244,71.8,0,35,0
1,1,162,0,0.2062,0.2841,122.2,0,1,0
1,1,163,1,0.1882,0.2841,90.0,0,2,0
1,1,164,0,0.2803,0.2841,113.3,0,3,0
1,21,165,0,0.4251,0.1636,27.7,0,4,1
1,21,166,0,0.4146,0.1636,50.1,1,5,1
1,15,167,1,0.8282,0.2282,132.9,0,30,0
1,15,168,1,0.8456,0.2282,55.1,0,31,0
1,5,169,1,0.5646,0.4996,87.7,0,34,0
1,21,170,1,0.404,0.1636,10.0,0,6,1
1,13,171,1,0.5345,0.2162,53.0,0,9,0
1,5,172,1,0.6044,0.4996,106.6,0,35,0
1,1,173,1,0.2639,0.2841,74.9,0,4,0
1,5,174,0,0.6405,0.4996,94.1,0,36,0
1,5,175,1,0.6339,0.4996,104.3,0,37,0
1,1,176,1,0.3475,0.2841,95.7,0,5,0
1,1,177,1,0.4215,0.2841,103.3,0,6,0
1,13,178,0,0.5637,0.2162,83.1,1,10,0
1,21,179,0,0.4581,0.1636,86.0,0,7,1
1,1,181,0,0.4872,0.2841,10.0,1,7,0
1,21,182,0,0.4483,0.1636,36.5,0,8,1
1,21,183,0,0.4382,0.1636,110.6,1,9,1
1,13,185,1,0.5582,0.2162,68.2,0,11,0
1,13,186,0,0.5859,0.2162,126.3,0,12,0
1,1,187,0,0.4755,0.2841,142.2,0,8,0
1,13,188,1,0.5807,0.2162,42.1,0,13,0
1,16,189,0,0.3275,0.1563,118.4,1,1,1
1,21,190,1,0.4281,0.1636,55.9,0,10,1
1,16,191,0,0.3112,0.1563,135.3,0,2,1
1,13,192,0,0.607,0.2162,77.4,0,14,0
1,1,193,0,0.4636,0.2841,61.6,1,9,0
1,5,194,1,0.6674,0.4996,16.4,0,38,0
1,13,195,0,0.6021,0.2162,78.0,0,15,0
1,1,196,1,0.4514,0.2841,97.2,0,10,0
1,16,197,0,0.2944,0.1563,144.3,0,3,1
1,1,198,0,0.5137,0.2841,91.0,0,11,0
1,5,199,0,0.6978,0.4996,118.3,0,39,0
2,20,0,0,0.5601,0.3289,104.0,1,1,0
2,10,1,0,0.4777,0.1613,11.7,0,1,0
2,15,2,0,0.5617,0.2282,42.5,1,1,0
2,5,3,0,0.3365,0.4996,98.8,1,1,0
2,20,4,1,0.553,0.3289,103.2,0,2,0
2,0,5,0,0.5326,0.244,81.2,1,1,0
2,15,6,0,0.5555,0.2282,121.4,0,2,0
2,20,7,0,0.5894,0.3289,107.5,0,3,0
2,5,8,1,0.3201,0.4996,63.7,0,2,0
2,10,9,0,0.4708,0.1613,61.5,0,2,0
2,5,10,0,0.4037,0.4996,101.3,0,3,0
2,15,11,0,0.5493,0.2282,46.3,0,3,0
2,10,12,1,0.4639,0.1613,53.3,0,3,0
2,20,14,0,0.5827,0.3289,64.9,1,4,0
2,5,15,0,0.3891,0.4996,65.6,0,4,0
2,10,16,0,0.499,0.1613,143.7,0,4,0
2,5,17,1,0.374,0.4996,76.0,0,5,0
2,20,18,0,0.5759,0.3289,60.8,0,5,0
2,0,19,1,0.5207,0.244,93.6,0,2,0
2,0,20,0,0.5815,0.244,107.2,0,3,0
2,15,22,0,0.543,0.2282,40.0,0,4,0
2,10,23,1,0.4924,0.1613,139.2,0,5,0
2,10,24,0,0.5256,0.1613,91.5,1,6,0
2,15,25,0,0.5367,0.2282,75.9,0,5,0
2,0,26,1,0.5709,0.244,106.6,0,4,0
2,5,27,0,0.451,0.4996,14.4,0,6,0
2,5,28,0,0.4375,0.4996,54.6,0,7,0
2,0,29,1,0.6253,0.244,81.3,0,5,0
2,0,30,1,0.6728,0.244,112.7,0,6,0
2,10,31,0,0.5194,0.1613,88.1,1,7,0
2,15,32,1,0.5302,0.2282,143.7,0,6,0
2,5,33,0,0.4237,0.4996,121.9,0,8,0
2,20,34,1,0.569,0.3289,82.5,0,6,0
2,10,35,1,0.5131,0.1613,95.5,0,8,0
2,10,36,0,0.545,0.1613,65.5,1,9,0
2,15,37,1,0.563,0.2282,51.2,0,7,0
2,20,38,0,0.6042,0.3289,74.8,0,7,0
2,5,39,0,0.4095,0.4996,33.9,0,9,0
2,20,40,1,0.5977,0.3289,99.1,0,8,0
2,10,41,0,0.539,0.1613,73.1,1,10,0
2,0,42,0,0.7143,0.244,61.1,0,7,0
2,0,43,1,0.707,0.244,57.8,0,8,0
2,0,44,1,0.7442,0.244,126.4,0,9,0
2,5,45,0,0.395,0.4996,83.8,1,10,0
2,15,46,1,0.5935,0.2282,24.9,0,8,0
2,0,47,1,0.7766,0.244,37.7,0,10,0
2,0,48,1,0.805,0.244,115.3,0,11,0
2,15,49,0,0.6218,0.2282,46.9,0,9,0
2,20,50,1,0.6305,0.3289,85.3,0,9,0
2,5,51,0,0.3801,0.4996,83.4,0,11,0
2,5,52,1,0.3649,0.4996,93.8,0,12,0
2,5,54,0,0.4429,0.4996,10.0,0,13,0
2,5,55,1,0.4293,0.4996,77.6,0,14,0
2,15,56,1,0.6166,0.2282,107.0,0,10,0
2,15,57,1,0.6433,0.2282,104.7,0,11,0
2,0,58,1,0.8297,0.244,126.5,0,12,0
2,1,59,0,0.5916,0.2841,22.0,1,1,1
2,10,60,0,0.533,0.1613,90.2,1,11,0
2,10,61,0,0.5269,0.1613,136.0,0,12,0
2,1,62,1,0.5809,0.2841,63.3,0,2,1
2,1,63,1,0.6359,0.2841,10.0,0,3,1
2,20,64,1,0.6607,0.3289,93.3,0,10,0
2,20,65,0,0.6883,0.3289,158.7,1,11,0
2,5,66,0,0.4994,0.4996,38.0,1,15,0
2,20,67,0,0.6833,0.3289,86.0,0,12,0
2,5,68,0,0.4871,0.4996,145.6,1,16,0
2,5,69,1,0.4745,0.4996,169.8,0,17,0
2,5,70,1,0.5391,0.4996,55.8,0,18,0
2,20,71,1,0.6781,0.3289,169.6,0,13,0
2,10,73,0,0.5207,0.1613,156.0,0,13,0
2,1,74,0,0.6837,0.2841,62.4,1,4,1
2,10,75,1,0.5144,0.1613,98.5,0,14,0
2,10,76,0,0.5462,0.1613,65.4,0,15,0
2,1,77,0,0.6754,0.2841,137.0,1,5,1
2,1,78,0,0.6669,0.2841,71.7,0,6,1
2,5,80,1,0.5958,0.4996,109.2,0,19,0
2,15,81,1,0.6682,0.2282,154.8,0,12,0
2,20,82,0,0.7043,0.3289,162.4,1,14,0
2,1,83,1,0.6582,0.2841,19.9,0,7,1
2,1,84,1,0.7031,0.2841,186.9,0,8,1
2,15,85,0,0.6913,0.2282,119.9,1,13,0
2,1,86,0,0.742,0.2841,179.8,0,9,1
2,1,87,0,0.7353,0.2841,64.8,1,10,1
2,1,88,1,0.7283,0.2841,25.6,0,11,1
2,5,89,0,0.6455,0.4996,178.3,0,20,0
2,10,90,1,0.5402,0.1613,89.9,0,16,0
2,20,91,1,0.6995,0.3289,12.8,0,15,0
2,20,92,0,0.724,0.3289,68.0,0,16,0
2,20,93,1,0.7195,0.3289,64.6,0,17,0
2,5,94,1,0.6367,0.4996,132.2,0,21,0
2,15,95,1,0.687,0.2282,37.0,0,14,0
2,20,96,1,0.7424,0.3289,71.6,0,18,0
2,1,97,1,0.764,0.2841,95.3,0,12,1
2,10,98,0,0.5703,0.1613,113.4,1,17,0
2,5,99,0,0.6814,0.4996,77.8,0,22,0
2,10,100,1,0.5647,0.1613,98.1,0,18,0
2,5,101,0,0.6736,0.4996,128.2,1,23,0
2,20,102,0,0.7634,0.3289,83.8,0,19,0
2,5,103,0,0.6655,0.4996,99.3,1,24,0
2,15,104,0,0.7089,0.2282,71.2,1,15,0
2,15,105,0,0.7048,0.2282,80.3,0,16,0
2,5,106,0,0.6573,0.4996,70.8,1,25,0
2,15,107,1,0.7007,0.2282,69.9,0,17,0
2,1,108,1,0.795,0.2841,77.6,0,13,1
2,5,109,0,0.6489,0.4996,80.9,1,26,0
2,5,110,1,0.6403,0.4996,107.8,0,27,0
2,1,112,1,0.8219,0.2841,123.5,0,14,1
2,10,114,0,0.5932,0.1613,83.2,0,19,0
2,5,115,0,0.6845,0.4996,101.7,1,28,0
2,20,116,1,0.7596,0.3289,108.7,0,20,0
2,15,117,1,0.7216,0.2282,87.1,0,18,0
2,1,118,0,0.8453,0.2841,29.2,0,15,1
2,10,119,0,0.5878,0.1613,74.8,1,20,0
2,20,120,1,0.7792,0.3289,74.8,0,21,0
2,5,121,0,0.6767,0.4996,175.3,1,29,0
