user_id,skill_id,step,correct,true_mastery,difficulty,time_on_task_s,hints_requested,attempt_num,has_misconception
0,15,110,0,0.219,0.2282,69.1,0,18,0
0,15,111,0,0.2111,0.2282,37.3,1,19,0
0,15,113,0,0.2031,0.2282,106.8,0,20,0
0,15,114,0,0.1951,0.2282,140.1,0,21,0
0,10,115,0,0.6073,0.1613,72.6,1,21,0
0,5,116,0,0.0,0.4996,73.0,0,12,0
0,0,117,1,0.1138,0.244,10.0,0,22,0
0,5,122,0,0.0,0.4996,80.2,1,13,0
0,10,123,1,0.5942,0.1613,51.0,0,22,0
0,10,125,1,0.662,0.1613,89.5,0,23,0
0,5,127,1,0.0,0.4996,81.6,0,14,0
0,0,128,0,0.2435,0.244,76.0,0,23,0
0,5,129,0,0.036,0.4996,10.0,0,15,0
0,5,130,0,0.029,0.4996,120.7,1,16,0
0,5,131,0,0.0221,0.4996,92.3,1,17,0
0,0,133,1,0.2214,0.244,122.3,0,24,0
0,0,135,1,0.3353,0.244,137.5,0,25,0
0,15,136,1,0.187,0.2282,127.2,0,22,0
0,20,137,1,0.5658,0.3289,75.1,0,15,0
0,5,138,0,0.015,0.4996,49.4,0,18,0
0,5,139,0,0.0079,0.4996,53.2,1,19,0
0,0,140,1,0.4326,0.244,115.4,0,26,0
0,15,141,1,0.228,0.2282,103.6,0,23,0
0,5,142,0,0.0008,0.4996,38.8,0,20,0
0,0,143,1,0.5156,0.244,100.2,0,27,0
0,5,144,0,0.0,0.4996,46.3,1,21,0
0,0,145,0,0.5865,0.244,88.0,1,28,0
0,10,146,1,0.7185,0.1613,100.0,0,24,0
0,10,147,1,0.7656,0.1613,46.7,0,25,0
0,15,148,0,0.2669,0.2282,110.4,0,24,0
0,0,149,1,0.5744,0.244,129.8,0,29,0
0,20,151,0,0.5988,0.3289,46.7,1,16,0
0,5,152,0,0.0,0.4996,134.0,0,22,0
0,0,153,0,0.6367,0.244,81.9,0,30,0
0,10,154,1,0.8048,0.1613,64.9,0,26,0
0,15,155,0,0.2595,0.2282,100.9,0,25,0
0,5,158,0,0.0,0.4996,43.5,0,23,0
0,15,159,0,0.252,0.2282,85.3,0,26,0
0,20,160,0,0.5927,0.3289,152.5,1,17,0
0,15,161,0,0.2445,0.2282,76.9,1,27,0
0,20,162,1,0.5865,0.3289,166.2,0,18,0
0,20,163,0,0.6179,0.3289,95.2,1,19,0
0,15,164,0,0.2369,0.2282,61.7,0,28,0
0,10,165,1,0.8374,0.1613,91.2,0,27,0
0,11,166,1,0.3196,0.3275,103.5,0,1,0
0,0,167,0,0.626,0.244,50.7,1,31,0
0,5,168,0,0.0,0.4996,62.3,1,24,0
0,0,170,1,0.6151,0.244,101.2,0,32,0
0,11,171,0,0.3501,0.3275,92.5,0,2,0
0,0,173,0,0.6714,0.244,88.9,0,33,0
0,5,174,0,0.0,0.4996,43.1,1,25,0
0,5,176,0,0.0,0.4996,21.8,0,26,0
0,11,177,1,0.3442,0.3275,91.5,0,3,0
0,5,179,0,0.0,0.4996,109.2,1,27,0
0,11,180,0,0.3737,0.3275,84.1,1,4,0
0,11,181,0,0.368,0.3275,38.9,1,5,0
0,0,182,1,0.6618,0.244,105.9,0,34,0
0,0,183,0,0.7113,0.244,136.3,0,35,0
0,5,184,0,0.0,0.4996,144.5,1,28,0
0,0,186,0,0.7028,0.244,83.4,0,36,0
0,20,187,0,0.6121,0.3289,80.7,1,20,0
0,0,189,0,0.6941,0.244,102.4,0,37,0
0,11,191,1,0.3624,0.3275,124.6,0,6,0
0,0,192,0,0.6852,0.244,138.0,0,38,0
0,5,193,0,0.0,0.4996,10.0,0,29,0
0,5,194,0,0.0,0.4996,109.1,1,30,0
0,11,196,0,0.391,0.3275,179.7,0,7,0
0,20,197,0,0.6062,0.3289,49.9,0,21,0
0,5,199,0,0.0,0.4996,60.3,0,31,0
1,0,0,0,0.1819,0.244,100.9,0,1,1
1,5,1,0,0.2979,0.4996,90.1,0,1,1
1,10,2,0,0.1087,0.1613,75.5,1,1,0
1,0,3,0,0.1702,0.244,55.6,0,2,1
1,10,4,1,0.0878,0.1613,44.0,0,2,0
1,0,5,0,0.1583,0.244,50.1,0,3,1
1,5,6,0,0.2894,0.4996,104.6,0,2,1
1,10,7,0,0.1947,0.1613,58.0,1,3,0
1,15,10,0,0.1238,0.2282,84.4,0,1,0
1,15,11,0,0.1155,0.2282,120.0,1,2,0
1,10,12,0,0.1759,0.1613,149.4,1,4,0
1,0,14,0,0.1462,0.244,85.9,0,4,1
1,5,15,1,0.2808,0.4996,181.3,0,3,1
1,5,16,0,0.3242,0.4996,70.4,0,4,1
1,15,17,1,0.1072,0.2282,17.6,0,3,0
1,0,18,0,0.1339,0.244,143.0,0,5,1
1,15,19,0,0.1492,0.2282,54.0,0,4,0
1,10,20,0,0.1565,0.1613,112.4,0,5,0
1,5,22,0,0.3161,0.4996,10.0,1,5,1
1,10,23,0,0.1367,0.1613,91.1,1,6,0
1,0,26,0,0.1215,0.244,68.8,0,6,1
1,10,27,0,0.1165,0.1613,17.7,1,7,0
1,5,28,0,0.3078,0.4996,58.1,0,6,1
1,10,29,0,0.0958,0.1613,121.0,1,8,0
1,20,32,1,0.2151,0.3289,72.1,0,1,0
1,5,33,0,0.2995,0.4996,56.6,0,7,1
1,0,34,1,0.1089,0.244,148.0,0,7,1
1,15,35,0,0.1412,0.2282,65.1,1,5,0
1,20,37,1,0.2977,0.3289,137.7,0,2,0
1,10,38,0,0.0746,0.1613,121.8,1,9,0
1,20,39,0,0.3716,0.3289,170.1,0,3,0
1,5,40,0,0.291,0.4996,74.2,0,8,1
1,5,41,0,0.2825,0.4996,63.5,1,9,1
1,20,42,0,0.3584,0.3289,10.0,0,4,0
1,5,43,0,0.2738,0.4996,50.1,0,10,1
1,10,44,0,0.0529,0.1613,42.8,0,10,0
1,0,45,0,0.1728,0.244,163.4,1,8,1
1,5,46,0,0.265,0.4996,137.6,1,11,1
1,0,47,0,0.1609,0.244,99.2,0,9,1
1,5,48,0,0.2562,0.4996,85.0,1,12,1
1,0,49,0,0.1489,0.244,100.8,0,10,1
1,0,50,1,0.1367,0.244,116.3,0,11,1
1,20,51,0,0.3449,0.3289,107.1,1,5,0
1,15,52,0,0.1331,0.2282,182.4,1,6,0
1,10,53,0,0.0307,0.1613,79.9,0,11,0
1,5,54,1,0.2472,0.4996,118.9,0,13,1
1,20,55,0,0.3311,0.3289,69.7,0,6,0
1,0,56,0,0.1986,0.244,126.7,0,12,1
1,15,57,0,0.125,0.2282,44.9,1,7,0
1,0,58,0,0.1871,0.244,29.4,0,13,1
1,5,59,1,0.2926,0.4996,104.6,0,14,1
1,20,60,0,0.317,0.3289,101.6,0,7,0
1,15,61,0,0.1167,0.2282,83.4,1,8,0
1,10,62,1,0.0079,0.1613,46.5,0,12,0
1,15,63,0,0.1084,0.2282,149.1,1,9,0
1,10,66,0,0.1243,0.1613,82.7,0,13,0
1,0,67,1,0.1755,0.244,81.8,0,14,1
1,5,70,0,0.3353,0.4996,116.1,0,15,1
1,20,72,0,0.3026,0.3289,140.4,1,8,0
1,15,75,0,0.1,0.2282,91.1,0,10,0
1,10,76,0,0.1037,0.1613,97.3,0,14,0
1,0,77,0,0.2346,0.244,116.2,1,15,1
1,15,78,1,0.0915,0.2282,24.6,0,11,0
1,0,79,0,0.2236,0.244,72.4,0,16,1
1,10,80,0,0.0827,0.1613,104.4,0,15,0
1,10,82,1,0.0612,0.1613,183.0,0,16,0
1,10,83,0,0.1713,0.1613,77.0,0,17,0
1,20,84,0,0.2879,0.3289,148.7,0,9,0
1,15,85,0,0.1343,0.2282,104.3,0,12,0
1,15,86,0,0.1262,0.2282,108.4,0,13,0
1,0,87,0,0.2125,0.244,32.9,0,17,1
1,15,90,0,0.1179,0.2282,82.4,1,14,0
1,20,92,1,0.273,0.3289,108.0,0,10,0
1,0,93,0,0.2012,0.244,103.2,0,18,1
1,15,95,1,0.1096,0.2282,97.1,0,15,0
1,10,96,1,0.1518,0.1613,65.1,0,18,0
1,0,97,0,0.1897,0.244,102.9,0,19,1
1,0,98,0,0.1781,0.244,67.3,1,20,1
1,0,99,0,0.1663,0.244,109.9,1,21,1
1,0,100,0,0.1544,0.244,95.3,1,22,1
1,15,101,0,0.1515,0.2282,22.7,0,16,0
1,5,102,0,0.3273,0.4996,77.4,0,16,1
1,10,103,0,0.2513,0.1613,82.5,0,19,0
1,15,104,1,0.1436,0.2282,83.2,0,17,0
1,10,105,0,0.2337,0.1613,102.4,0,20,0
1,10,106,1,0.2158,0.1613,51.6,0,21,0
1,0,107,0,0.1422,0.244,150.7,0,23,1
1,20,108,0,0.3495,0.3289,85.8,0,11,0
1,10,109,0,0.3077,0.1613,112.0,1,22,0
1,5,112,0,0.3191,0.4996,35.0,0,17,1
1,20,115,0,0.3358,0.3289,95.6,0,12,0
1,5,116,0,0.3109,0.4996,64.6,0,18,1
1,0,117,0,0.1299,0.244,91.0,0,24,1
1,10,118,0,0.2915,0.1613,31.9,1,23,0
1,5,120,1,0.3026,0.4996,137.6,0,19,1
1,20,121,0,0.3218,0.3289,61.9,1,13,0
1,0,122,0,0.1175,0.244,50.6,0,25,1
1,5,123,0,0.3447,0.4996,83.0,0,20,1
1,0,124,0,0.1048,0.244,99.5,1,26,1
1,10,125,0,0.2749,0.1613,135.3,0,24,0
1,5,128,0,0.3368,0.4996,81.3,0,21,1
1,5,129,0,0.3288,0.4996,88.3,1,22,1
1,10,130,1,0.2579,0.1613,18.9,0,25,0
1,10,131,1,0.3449,0.1613,113.1,0,26,0
1,10,132,1,0.4217,0.1613,97.7,0,27,0
1,15,133,0,0.1839,0.2282,153.6,1,18,0
1,10,134,0,0.4895,0.1613,95.8,1,28,0
1,5,135,0,0.3207,0.4996,19.4,0,23,1
1,0,136,0,0.092,0.244,110.1,0,27,1
1,10,137,1,0.4775,0.1613,30.3,0,29,0
1,15,138,0,0.1762,0.2282,82.9,0,19,0
1,10,139,1,0.5388,0.1613,111.5,0,30,0
1,5,140,0,0.3125,0.4996,105.5,0,24,1
1,10,141,0,0.5929,0.1613,185.5,1,31,0
1,15,142,0,0.1684,0.2282,62.2,0,20,0
1,10,143,1,0.5833,0.1613,62.1,0,32,0
1,15,144,0,0.1606,0.2282,108.0,0,21,0
1,20,145,0,0.3075,0.3289,104.6,0,14,0
1,5,148,0,0.3042,0.4996,64.4,1,25,1
1,10,149,1,0.6322,0.1613,84.3,0,33,0
1,20,150,0,0.2929,0.3289,83.8,0,15,0
1,0,151,0,0.0789,0.244,40.0,0,28,1
1,15,152,0,0.1527,0.2282,98.1,0,22,0
1,5,153,0,0.2958,0.4996,10.0,0,26,1
1,0,154,0,0.0657,0.244,131.0,0,29,1
1,10,155,1,0.6753,0.1613,115.6,0,34,0
1,0,157,0,0.0523,0.244,68.9,1,30,1
1,20,162,1,0.2781,0.3289,93.9,0,16,0
1,15,163,0,0.1447,0.2282,91.5,0,23,0
1,10,164,1,0.7134,0.1613,32.3,0,35,0
1,15,165,0,0.1367,0.2282,82.4,0,24,0
1,5,166,1,0.2873,0.4996,149.1,0,27,1
1,15,167,0,0.1285,0.2282,59.0,1,25,0
1,5,168,0,0.3303,0.4996,125.7,0,28,1
1,0,169,0,0.0388,0.244,134.0,0,31,1
1,5,170,0,0.3222,0.4996,48.8,1,29,1
1,15,171,0,0.1203,0.2282,47.7,0,26,0
1,15,172,1,0.1121,0.2282,123.7,0,27,0
1,20,173,1,0.354,0.3289,77.6,0,17,0
1,15,174,0,0.1539,0.2282,38.2,0,28,0
1,15,175,0,0.1459,0.2282,98.4,0,29,0
1,20,176,1,0.422,0.3289,93.8,0,18,0
1,10,177,1,0.747,0.1613,138.5,0,36,0
1,20,178,0,0.4828,0.3289,102.1,1,19,0
1,5,181,0,0.314,0.4996,77.0,0,30,1
1,15,183,1,0.1379,0.2282,88.4,0,30,0
1,5,184,0,0.3058,0.4996,93.7,1,31,1
1,15,185,0,0.1784,0.2282,91.6,0,31,0
1,20,186,1,0.4719,0.3289,89.7,0,20,0
1,5,187,0,0.2974,0.4996,116.6,0,32,1
1,5,188,0,0.2889,0.4996,120.8,1,33,1
1,15,189,0,0.1707,0.2282,117.0,0,32,0
1,10,190,0,0.7767,0.1613,119.9,1,37,0
1,20,191,0,0.5275,0.3289,113.1,0,21,0
1,10,192,0,0.7714,0.1613,54.0,1,38,0
1,10,195,1,0.7661,0.1613,10.0,0,39,0
1,20,196,1,0.5175,0.3289,116.5,0,22,0
1,10,198,1,0.7935,0.1613,116.9,0,40,0
2,10,0,0,0.0864,0.1613,101.8,1,1,0
2,0,1,0,0.0624,0.244,59.5,1,1,0
2,0,2,0,0.0461,0.244,94.1,1,2,0
2,10,4,1,0.076,0.1613,204.3,0,2,0
2,5,5,0,0.0086,0.4996,70.3,0,1,0
2,0,6,0,0.0296,0.244,32.1,1,3,0
2,20,8,0,0.0721,0.3289,128.6,1,1,0
2,10,9,0,0.1286,0.1613,76.3,1,3,0
2,20,11,0,0.0577,0.3289,38.6,1,2,0
2,0,12,0,0.0128,0.244,53.4,1,4,0
2,10,15,0,0.1187,0.1613,86.2,0,4,0
2,20,16,0,0.0432,0.3289,97.8,0,3,0
2,0,17,0,0.0,0.244,121.4,1,5,0
2,10,18,1,0.1087,0.1613,151.7,0,5,0
2,0,19,0,0.0,0.244,120.9,0,6,0
2,0,20,0,0.0,0.244,48.1,1,7,0
2,20,21,1,0.0284,0.3289,126.4,0,4,0
2,10,22,0,0.1595,0.1613,79.6,0,6,0
2,20,23,0,0.1034,0.3289,112.2,0,5,0
2,20,24,0,0.0896,0.3289,88.9,1,6,0
2,15,25,0,0.4834,0.2282,132.7,1,1,0
2,10,26,0,0.1499,0.1613,103.0,0,7,0
2,10,28,0,0.1402,0.1613,140.4,1,8,0
2,0,29,0,0.0,0.244,105.8,0,8,0
2,0,31,1,0.0,0.244,95.1,0,9,0
2,20,32,0,0.0755,0.3289,56.1,0,7,0
2,5,33,0,0.0,0.4996,57.6,0,2,0
2,0,34,0,0.0865,0.244,52.2,0,10,0
2,5,35,0,0.0,0.4996,114.2,1,3,0
2,20,37,0,0.0612,0.3289,65.4,1,8,0
2,15,38,1,0.4745,0.2282,103.4,0,2,0
2,10,39,0,0.1304,0.1613,110.3,1,9,0
2,0,40,0,0.0707,0.244,15.5,0,11,0
2,5,41,0,0.0,0.4996,85.1,1,4,0
2,20,42,0,0.0467,0.3289,52.8,1,9,0
2,10,43,0,0.1205,0.1613,15.7,1,10,0
2,5,44,0,0.0,0.4996,68.4,0,5,0
2,5,45,0,0.0,0.4996,133.2,0,6,0
2,20,46,1,0.032,0.3289,72.6,0,10,0
2,15,47,0,0.5201,0.2282,141.7,1,3,0
2,0,48,0,0.0546,0.244,86.1,0,12,0
2,0,49,0,0.0383,0.244,59.3,0,13,0
2,10,50,1,0.1105,0.1613,96.0,0,11,0
2,20,52,0,0.1068,0.3289,109.4,1,11,0
2,15,53,1,0.5118,0.2282,48.2,0,4,0
2,15,54,0,0.5543,0.2282,53.9,1,5,0
2,0,55,0,0.0216,0.244,127.7,1,14,0
2,15,57,1,0.5465,0.2282,87.8,0,6,0
2,20,58,0,0.093,0.3289,117.0,0,12,0
2,20,59,0,0.079,0.3289,103.3,0,13,0
2,15,60,0,0.5859,0.2282,58.6,1,7,0
2,20,62,0,0.0647,0.3289,114.3,0,14,0
2,15,63,1,0.5787,0.2282,46.4,0,8,0
2,20,64,1,0.0503,0.3289,95.1,0,15,0
2,5,65,0,0.0,0.4996,68.1,0,7,0
2,5,66,0,0.0,0.4996,134.2,1,8,0
2,0,67,0,0.0047,0.244,181.1,0,15,0
2,15,71,1,0.6154,0.2282,136.6,0,9,0
2,15,73,1,0.6488,0.2282,77.8,0,10,0
2,20,75,0,0.1237,0.3289,72.6,0,16,0
2,20,76,0,0.1101,0.3289,141.6,1,17,0
2,10,77,1,0.1611,0.1613,144.8,0,12,0
2,0,78,0,0.0,0.244,78.5,0,16,0
2,15,79,0,0.6793,0.2282,106.8,1,11,0
2,15,80,1,0.6738,0.2282,110.7,0,12,0
2,5,81,0,0.0,0.4996,96.8,0,9,0
2,0,82,0,0.0,0.244,88.7,1,17,0
2,5,83,0,0.0,0.4996,123.4,0,10,0
2,5,85,0,0.0,0.4996,82.5,0,11,0
2,15,86,1,0.7021,0.2282,62.3,0,13,0
2,15,88,0,0.728,0.2282,88.5,0,14,0
2,10,89,0,0.2089,0.1613,96.0,1,13,0
2,10,90,0,0.1999,0.1613,50.1,0,14,0
2,20,91,0,0.0964,0.3289,149.2,1,18,0
2,0,92,0,0.0,0.244,46.0,1,18,0
2,0,93,0,0.0,0.244,75.8,0,19,0
2,20,95,0,0.0824,0.3289,79.1,0,19,0
2,15,96,1,0.7233,0.2282,117.4,0,15,0
2,0,97,0,0.0,0.244,134.9,0,20,0
2,10,98,1,0.1908,0.1613,23.6,0,15,0
2,5,99,0,0.0,0.4996,72.3,0,12,0
2,10,100,0,0.2369,0.1613,72.2,0,16,0
2,5,101,0,0.0,0.4996,113.0,0,13,0
2,15,103,1,0.7474,0.2282,10.0,0,16,0
2,5,104,0,0.0,0.4996,21.9,0,14,0
2,0,105,0,0.0,0.244,60.2,1,21,0
2,20,106,0,0.0682,0.3289,78.8,1,20,0
2,20,110,0,0.0538,0.3289,89.3,1,21,0
2,0,112,0,0.0,0.244,80.3,0,22,0
2,20,114,0,0.0392,0.3289,101.1,1,22,0
2,20,115,0,0.0244,0.3289,51.1,1,23,0
2,20,116,0,0.0093,0.3289,75.0,0,24,0
2,10,117,0,0.2282,0.1613,73.9,0,17,0
2,20,118,0,0.0,0.3289,93.6,0,25,0
2,20,119,0,0.0,0.3289,39.6,0,26,0
2,0,122,0,0.0,0.244,72.4,0,23,0
2,15,123,0,0.7693,0.2282,72.7,0,17,0
2,15,124,0,0.7653,0.2282,91.5,0,18,0
2,10,125,1,0.2194,0.1613,162.7,0,18,0
2,15,126,0,0.7612,0.2282,88.6,1,19,0
2,5,127,0,0.0,0.4996,145.1,1,15,0
2,10,128,0,0.2639,0.1613,122.6,1,19,0
2,20,129,0,0.0,0.3289,178.4,0,27,0
2,5,130,0,0.0,0.4996,139.3,1,16,0
2,5,131,1,0.0,0.4996,138.7,0,17,0
2,10,132,0,0.2555,0.1613,104.4,0,20,0
2,10,133,1,0.247,0.1613,98.6,0,21,0
2,0,134,1,0.0,0.244,66.5,0,24,0
2,10,135,0,0.2899,0.1613,21.5,0,22,0
2,20,136,0,0.0,0.3289,111.7,1,28,0
2,5,137,0,0.0809,0.4996,87.2,0,18,0
2,0,138,0,0.0865,0.244,135.9,0,25,0
2,15,139,0,0.7571,0.2282,131.8,0,20,0
2,20,141,0,0.0,0.3289,109.2,0,29,0
2,10,142,0,0.2819,0.1613,70.5,1,23,0
2,10,143,1,0.2737,0.1613,110.0,0,24,0
2,5,144,0,0.0661,0.4996,10.0,0,19,0
2,20,145,0,0.0,0.3289,123.6,0,30,0
2,20,146,0,0.0,0.3289,143.1,1,31,0
2,20,147,0,0.0,0.3289,98.1,0,32,0
2,0,148,0,0.0707,0.244,115.6,0,26,0
2,5,149,0,0.0509,0.4996,105.3,0,20,0
2,15,150,0,0.7529,0.2282,50.4,0,21,0
2,5,151,0,0.0356,0.4996,108.4,1,21,0
2,5,152,0,0.02,0.4996,115.0,0,22,0
2,15,153,1,0.7486,0.2282,118.5,0,22,0
2,0,154,0,0.0546,0.244,101.5,0,27,0
2,10,157,0,0.3151,0.1613,98.2,1,25,0
2,10,158,0,0.3072,0.1613,123.1,0,26,0
2,20,159,0,0.0,0.3289,65.9,1,33,0
2,5,160,0,0.0041,0.4996,127.2,0,23,0
2,10,161,0,0.2994,0.1613,62.7,0,27,0
2,15,163,0,0.7704,0.2282,148.6,0,23,0
2,5,164,0,0.0,0.4996,50.6,1,24,0
2,5,165,0,0.0,0.4996,117.5,0,25,0
2,20,167,0,0.0,0.3289,66.6,0,34,0
2,15,168,0,0.7664,0.2282,147.9,0,24,0
2,20,171,0,0.0,0.3289,47.7,1,35,0
2,20,173,0,0.0,0.3289,66.6,1,36,0
2,5,174,0,0.0,0.4996,108.0,1,26,0
2,10,175,0,0.2914,0.1613,73.1,1,28,0
2,0,176,0,0.0383,0.244,89.2,1,28,0
2,0,177,0,0.0216,0.244,109.4,1,29,0
2,5,178,0,0.0,0.4996,110.3,1,27,0
2,10,179,0,0.2833,0.1613,129.8,0,29,0
2,0,182,1,0.0047,0.244,141.5,0,30,0
2,10,183,1,0.2751,0.1613,87.5,0,30,0
2,20,184,0,0.0,0.3289,128.2,0,37,0
2,10,185,0,0.3164,0.1613,124.3,1,31,0
2,15,187,1,0.7624,0.2282,83.0,0,25,0
2,20,188,0,0.0,0.3289,85.5,0,38,0
2,20,190,0,0.0,0.3289,84.3,0,39,0
2,10,191,1,0.3086,0.1613,46.6,0,32,0
2,0,192,0,0.0908,0.244,20.6,0,31,0
2,15,193,0,0.783,0.2282,83.2,0,26,0
2,10,195,0,0.348,0.1613,159.1,0,33,0
2,20,196,0,0.0,0.3289,80.6,0,40,0
2,5,197,1,0.0,0.4996,115.9,0,28,0
3,15,1,0,0.0625,0.2282,125.9,0,1,0
3,15,2,0,0.0521,0.2282,77.5,1,2,0
3,15,3,0,0.0417,0.2282,59.8,1,3,0
3,0,4,1,0.2369,0.244,73.9,0,1,0
3,10,5,1,0.3172,0.1613,91.0,0,1,0
3,0,6,0,0.368,0.244,99.1,0,2,0
3,20,7,0,0.0641,0.3289,43.2,1,1,0
3,15,9,0,0.0311,0.2282,10.0,0,4,0
3,10,10,1,0.333,0.1613,168.0,0,2,0
3,0,11,0,0.3463,0.244,102.2,1,3,0
3,5,12,0,0.3667,0.4996,62.7,0,1,0
3,5,15,0,0.3563,0.4996,66.6,0,2,0
3,5,16,0,0.3458,0.4996,58.6,0,3,0
3,15,17,0,0.0205,0.2282,86.4,1,5,0
3,0,18,0,0.3238,0.244,72.1,1,4,0
3,15,20,0,0.0097,0.2282,115.6,1,6,0
3,5,21,0,0.3351,0.4996,59.3,1,4,0
3,5,22,0,0.3242,0.4996,76.6,0,5,0
3,10,23,0,0.3484,0.1613,79.4,1,3,0
3,15,24,0,0.0,0.2282,79.2,1,7,0
3,5,26,0,0.3131,0.4996,129.5,1,6,0
3,15,27,0,0.0,0.2282,105.1,0,8,0
3,0,28,0,0.3006,0.244,150.0,1,5,0
3,20,30,0,0.0428,0.3289,68.2,0,2,0
3,15,32,0,0.0,0.2282,112.9,1,9,0
3,15,33,0,0.0,0.2282,109.5,1,10,0
3,5,34,0,0.3018,0.4996,140.4,0,7,0
3,15,36,0,0.0,0.2282,75.1,1,11,0
3,20,37,0,0.0209,0.3289,129.8,1,3,0
3,5,38,1,0.2904,0.4996,72.0,0,8,0
3,0,39,0,0.2765,0.244,63.1,1,6,0
3,10,40,0,0.3454,0.1613,188.9,1,4,0
3,0,41,0,0.2517,0.244,107.4,0,7,0
3,5,43,0,0.3485,0.4996,27.2,0,9,0
3,5,44,1,0.3379,0.4996,21.0,0,10,0
3,0,45,1,0.226,0.244,71.3,0,8,0
